ID,COUNT AREA,MONTH,DAY,YEAR,START TIME,END TIME,OBSERVERS,AWPE,GBHE,GREG,SNEG,BCNH,WTKI,NOHA,RTHA,RSHA,RLHA,SSHA,COHA,AMKE,MERL,PEFA,BBPL,PAGP,AMGP,LEGP,SNPL,SEPL,KILL,BLOY,AMAV,GRYE,LEYE,YELL,WILL,WATA,SPSA,WHIM,LBCU,MAGO,RUTU,BLTU,SURF,REKN,SAND,WESA,LESA,LWSA,BASA,DUNL,PEEP,SBDO,LBDO,DOSP,COSN,RNPH,REPH,PHAL,FEHA,OSPR,NOTES & OTHER SPECIES,PROOFED,ENTERED BY,WIPH,BAEA,SSCOHA,GOEA,SEOW,GRHE,AMBI,PESA,SESA,RUFF
82,INV,4,26,1990,1230,1327,NICOLE GALLAGHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,9,0,0,0,0,46,0,0,0,0,6,56,0,0,0,37,0,0,0,33,0,0,0,0,0,0,,,,,,,,,,,,,
83,MMG,4,26,1990,1200,1330,ELLEN SABINE,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,11,2,0,0,0,0,2,7,2,0,0,0,31,0,50,0,0,0,1437,83,0,0,150,0,0,0,8,0,0,0,0,0,1,,,,,,,,,,,,,
84,TPT,4,26,1990,1200,1312,"GRANT FLETCHER,ANNE SPENCER",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,3,0,0,0,0,0,37,0,0,0,0,181,0,0,0,0,0,70,124,0,0,54,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
85,WCD,4,26,1990,1200,1320,JOHN KELLY,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,60,0,0,0,10,0,0,80,0,0,4,0,432,7,35,0,1,0,2655,591,0,0,725,0,0,0,52,0,0,0,0,0,1,,,,,,,,,,,,,
86,WHG,4,26,1990,1200,1203,NICOLE GALLAGHER,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
87,WPT,4,26,1990,915,1015,JOHN DILLON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WOW!,,,,,,,,,,,,
88,BIV,8,23,1990,1200,1300,"TERRY NORDBYE, JOHN DILLON",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2800,700,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
89,BRB,8,23,1990,1200,100,JOHN KELLY,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,5,0,0,3,0,0,45,0,0,0,0,550,1,0,0,0,9,50,25,0,0,0,0,0,0,13,0,0,0,0,0,0,,,,,,,,,,,,,
90,CGP,8,23,1990,1200,1330,"JUDY TEMKO, CAROL FRAKER",0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,2,0,0,0,0,0,52,0,4,0,0,63,0,18,0,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,"PEEPS: FLYING N. 17, FLYING OVER MARSH 30 AT 1315",,,,,,,,,,,,
91,INV,8,23,1990,1230,1325,"TANIS WALTERS, LINDA DEVERE",0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
92,LAW,8,23,1990,1130,1200,JOHN KELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,1,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,200,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
93,MMG,8,23,1990,1130,1200,"JANET THEISSEN, SUSAN KELLY",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,7,0,0,0,0,108,0,7,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
94,TPT,8,23,1990,1210,130,"G & V FLETCHER, ANN SPENCER",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,12,0,5,0,0,0,15,17,83,0,0,0,0,0,0,0,0,0,0,0,0,SEE CENSUS FORM,,,,,,,,,,,,
95,WCD,8,23,1990,1200,1307,"DAN MURPHY, CAROL KUELPER",20,11,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,223,0,0,3,0,518,0,0,0,0,0,95,249,400,0,0,0,11,0,103,0,0,0,0,0,0,,,,,,,,,,,,,
96,WHG,8,23,1990,1155,1210,"TANIS WALTERS, LINDA DEVERE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,2,0,11,0,0,0,0,0,7,49,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
97,WPT,8,23,1990,1200,1230,BOB BAEZ,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
98,BIV,9,6,1990,1145,1230,"TERRY NORDBYE, TANIS WALTERS",9,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,130,30,0,0,0,0,0,0,0,0,0,0,0,1,SEE CENSUS FORM FOR MORE NOTES,,,,,,,,,,,,
99,BRB,9,6,1990,1000,1135,"S ALLEN, JUDY TEMKO",1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,1,0,0,0,0,0,202,0,0,1,0,450,0,3,0,0,1123,927,603,1000,0,0,0,0,0,27,0,0,0,0,0,0,"KINGFISHER-1, ELEGAN TERN-20, TV-1, RAVEN-1,IMMATURE ELEPHANT SEAL?",,,,,,,,,,,,
100,CGP,9,6,1990,1100,1215,"FLORA MACLISE, HUGH & NORA BAN",0,1,1,4,0,0,1,1,1,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,18,0,4,0,0,21,0,19,0,0,0,19,13,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
101,INV,9,6,1990,1130,1214,"CAROL FRAKER, LINDA DEVEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TIDE HIGH ALONG SHORE BY 11:30,,,,,,,,,,,,
102,LAW,9,6,1990,1135,1200,"SARAH ALLEN, JUDY TEMKO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
103,MMG,9,6,1990,1045,1215,"ELLEN SABINE, CAROL KUELPER",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,23,1,0,0,1,0,2,40,0,2,0,1,26,0,1,0,0,0,547,82,0,0,0,0,0,48,50,0,0,0,0,0,0,,,,,,,,,,,,,
104,TPT,9,6,1990,1045,1200,"G & G FLETCHER, ANN SPENCER",0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,SEE CENSUS FORM FOR NOTES ON MOVEMENT,,,,,,,,,,,,
105,WCD,9,6,1990,1045,1145,JOHN KELLY,49,4,5,1,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,2,0,0,338,0,0,0,0,555,5,5,0,4,0,1525,675,0,0,0,0,60,0,165,0,4,0,0,0,0,"PAJA-(JUV)-2, BRANT-1, 10:55 PEFA FLUSHED LWSA-3000",,,,,,,,,,,,
106,WHG,9,6,1990,1045,1100,"CAROL FRAKER, LINDA DEVERE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,9,0,0,0,0,0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"MORE BIRDS BEFORE COUNT STARTED, 2-GBHE AND MORE SHOREBIRDS",,,,,,,,,,,,
107,WPT,9,6,1990,1045,1145,"JANET B. THIESSEN, BOB BAEZ",2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,15,15,0,0,0,0,0,0,0,0,0,0,0,1,MORE NOTES SEE CENSUS FORM,,,,,,,,,,,,
108,BIV,9,18,1990,945,1040,"TERRY NORDBY, TANIS WALTERS",0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,1800,924,0,0,0,0,0,0,5,0,0,0,0,0,0,SEE CENSUS FORM,,,,,,,,,,,,
109,BRB,9,18,1990,945,1015,"GAY BISHOP, DIANE WILLIAMS",3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,8,2,0,0,0,0,0,51,0,0,0,0,175,0,4,0,4,270,123,55,100,0,0,0,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
110,CGP,9,18,1990,945,1115,"LINDA DEVERE, CAROL FRAKER",0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,8,0,5,0,0,2,0,25,0,0,0,0,7,0,0,0,0,0,0,1,9,0,0,0,0,0,"FLYING NO 1030 WILL-8, MAGO-2, BLTU-12, BBPL-2",,,,,,,,,,,,
111,INV,9,18,1990,1040,1115,STEVE ENGEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
112,LAW,9,18,1990,1015,1030,"GAY BISHOP, DIANE WILLIAMS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
113,MMG,9,18,1990,945,1115,"JANET THIESSON, ELLEN SABINE",0,1,3,2,0,2,0,0,0,0,0,0,1,0,0,8,0,0,0,0,20,0,0,0,3,0,0,48,0,0,0,0,54,1,1,0,0,0,41,22,36,0,0,0,0,0,54,0,0,0,0,0,0,,,,,,,,,,,,,
114,TPT,9,18,1990,945,1100,"JUDY TEMKO, G & G FLETCHER",0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,41,0,0,0,0,64,0,15,0,0,3,171,549,33,0,0,0,0,0,8,0,0,0,0,0,0,SEE CENSUS FORM,,,,,,,,,,,,
115,WCD,9,18,1990,945,1045,"BRIAN BULLICK, JOHN KELLY",30,1,1,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,2,0,0,206,0,0,0,0,460,5,1,0,0,8,225,1350,0,0,1,0,12,1,73,0,0,0,0,0,0,"PAJA-1, COTE-1, BLBR-1",,,,,,,,,,,,
116,WHG,9,18,1990,1005,1015,STEVE ENGEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,7,0,0,0,0,0,2,149,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
117,WPT,9,18,1990,940,1045,"S ALLEN, JANET ALLEN",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,1,8,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,VERY POOR SHOWING! WAITED TIL TIDE ROSE AND FLOODED AREA,,,,,,,,,,,,
118,BIV,11,10,1990,1500,1600,"JOHN KELLY, FELICIA GUEST",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1268,2493,125,0,4163,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
119,BRB,11,10,1990,1500,1610,RICH STALLCUP,10,1,0,0,0,1,1,1,0,0,0,0,0,0,0,169,0,0,0,0,16,0,0,0,0,0,0,380,0,0,0,0,160,0,4,0,0,340,0,13,0,0,215,0,2,0,4,0,0,0,0,0,0,2000-CAGU;250-GWGU;300-WEGU;100-GWGUxWEGU;80-HEGU;6-RBGU;2-FOTE;5-THGU,,,,,,,,,,,,
120,CGP,11,10,1990,1500,1630,HUGH AND NORAH BAIN,0,1,1,0,4,0,3,2,1,0,0,0,0,0,0,11,0,0,0,0,0,31,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,33,0,17,0,0,61,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
121,INV,11,10,1990,1540,1605,GAY BISHOP; NICOLE GALLAGHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,50,50,13,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
122,LAW,11,10,1990,1610,1620,RICH STALLCUP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,,,,,,,,,,,,,
123,MMG,11,10,1990,1500,1620,ELLEN SABINE,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,10,0,0,0,0,1,8,0,0,0,0,12,0,40,0,0,20,180,250,0,0,49,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
124,TPT,11,10,1990,1500,1630,"GRANT FLETCHER, ANNE SPENCER",0,7,2,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,32,0,0,0,0,101,69,113,0,0,445,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
125,WCD,11,10,1990,1505,1620,"BRAIN BULLICK, LINDA DEVERE",11,2,2,2,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,5,0,0,3,0,0,25,0,0,0,0,89,0,8,0,0,28,75,850,0,0,6000,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
126,WHG,11,10,1990,1500,1501,"GAY BISHOP, NICOLE GALLAGHER",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,5,25,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
127,WPT,11,10,1990,1500,1545,JULES EVENS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,GULL SPECIES-52,,,,,,,,,,,,
128,BIV,11,26,1990,1535,1615,"T NORDBY,S ALLEN,T WALTERS",0,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,808,0,3232,0,0,0,0,0,0,0,0,0,0,1 GOLDEN EAGLE,,,,,,,,,,,,
129,BRB,11,26,1990,1530,1620,"JOHN KELLY, GAY BISHOP",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,33,0,0,0,34,7,0,0,0,1,0,0,245,0,0,0,0,110,0,0,0,0,75,0,0,0,0,92,0,0,0,3,0,0,0,0,0,0,13 BLBR,,,,,,,,,,,,
130,CGP,11,26,1990,1530,1645,"JANET THIESSEN, JUDY TEMKO",0,1,0,1,0,0,1,5,0,0,0,0,1,0,1,4,0,0,0,8,0,13,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,40,0,0,0,0,0,0,0,11,0,0,0,0,0,0,,,,,,,,,,,,,
131,INV,11,26,1990,1636,1708,"STEVE ENGEL, MAGGIE BROWN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,1,0,0,6,0,0,0,0,0,0,12,0,0,27,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
132,LAW,11,26,1990,1500,1530,"JOHN KELLY, GAY BISHOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,,,,,,,,,,,,,
133,MMG,11,26,1990,1530,1750,"ELLEN SABOINE, CAROL KUELPER",0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,15,6,0,0,0,0,2,2,0,0,0,0,8,0,0,0,0,27,64,188,60,0,172,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
134,TPT,11,26,1990,1520,1700,"G FLETCHER, F GUEST, A SPENCER",0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,1,0,0,46,0,0,0,0,182,0,17,0,0,203,49,73,60,0,900,120,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
135,WCD,11,26,1990,1530,1630,"BRIAN BULLICK, F TOMLINSON",36,2,1,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,3,0,0,15,0,0,0,0,68,0,4,0,0,40,0,1050,0,0,3880,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
136,WHG,11,26,1990,1537,1600,"STEVE ENGEL, MAGGIE BROWN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
137,WPT,11,26,1990,1530,1555,JULES EVENS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,5,0,0,73,0,0,0,0,7,0,0,0,0,1,0,0,220,0,2450,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
138,BIV,12,7,1990,1030,1100,"TANIS, BOB, TERRY",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,17,0,0,0,0,0,1651,797,0,0,5896,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,
139,BRB,12,7,1990,1030,1200,"R. Stallcup, G. Bishop",18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,3,1,0,0,0,0,0,136,0,0,0,0,37,0,0,0,0,158,0,0,0,0,231,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
140,CGP,12,7,1990,1030,1200,"H & N BAIN, F. MACLISE",0,3,1,0,5,1,1,2,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,0,0,0,0,1,0,5,0,0,0,0,4,0,0,20,0,23,0,0,27,0,0,0,16,0,0,0,0,0,0,,,,,,,,,,,,,
141,INV,12,7,1990,1120,1205,"J THIESSEN, J TEMKO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
142,LAW,12,7,1990,1200,1215,"RICH STALLCUP, GAY BISHOP",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
143,MMG,12,7,1990,1030,1200,"E SABINE, N GALLAGHER",0,0,4,2,0,2,3,1,0,0,0,0,2,0,0,17,0,0,0,0,1,3,0,0,2,0,0,2,0,0,0,0,5,1,11,0,0,3,0,139,0,0,25,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
144,TPT,12,7,1990,1020,1150,"Ann Spencer, Grant Fletcher",0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,2,0,0,0,0,0,55,0,0,0,0,109,0,0,0,0,93,95,90,0,0,595,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
145,WCD,12,7,1990,940,1050,JULES EVENS,56,3,2,2,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,1,0,0,0,3,0,0,33,0,0,0,0,147,0,2,0,0,38,330,1225,200,0,4750,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,
146,WHG,12,7,1990,1025,1050,"J THIESEN, J TEMKO",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,2,107,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
147,WPT,12,7,1990,1030,1115,John Kelly,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1,46,0,0,0,0,32,1,0,0,5,0,0,17,0,0,0,0,8,0,0,0,0,25,318,344,0,0,1238,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
148,BIV,1,21,1991,1230,1315,"B BAEZ, T NORDBY, S ALLEN",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,46,0,0,0,0,36,0,0,0,0,0,6,48,0,0,0,0,24,0,0,0,0,115,56,500,0,0,560,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
149,BRB,1,21,1991,1230,1400,"DIANE WILLIAMS, GAY BISHOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,2,0,0,0,0,0,55,0,0,0,0,560,0,0,0,0,210,3,0,0,0,130,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
150,CGP,1,21,1991,1230,1405,"J THIESSEN, N GALLAGHER",0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,3,6,0,0,0,0,0,4,0,1,0,0,0,1,6,0,0,81,7,23,0,0,9,0,0,9,0,0,0,0,0,0,0,,,,,,,,,,,,,
151,INV,1,21,1991,1305,1325,JOHN KELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
152,LAW,1,21,1991,1230,1400,"DIANE WILLIAMS, GAY BISHOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,
153,MMG,1,21,1991,1230,1400,"WALTERS, TEMKO, DHESI",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,0,7,0,1,0,0,1,0,14,1,0,1,21,4,180,0,63,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
154,TPT,1,21,1991,1230,1350,"SPENCER, FLETCHER, FLETCHER",0,14,1,1,0,0,3,2,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,57,0,0,0,0,150,0,0,0,0,81,235,9,0,0,666,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
155,WCD,1,21,1991,1232,1328,DAVID WIMPTHEIMER,0,6,2,2,0,0,1,2,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,480,1,3,0,0,142,325,500,0,0,3650,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
156,WHG,1,21,1991,1230,1235,JOHN KELLY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,31,1,50,0,0,23,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
157,WPT,1,21,1991,1230,1305,JULES EVENS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,7,0,0,0,4,0,0,63,0,0,0,0,91,0,0,0,0,55,1750,400,0,0,1850,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
158,BIV,2,19,1991,1325,1350,"TANIS WALTERS,BOB BAEZ,SARAH",0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,37,0,0,0,0,9,0,0,0,0,44,0,0,650,0,1775,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
159,BRB,2,19,1991,1330,1550,"D WILLIAMS,G BISHOP,B BULLICK",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,410,0,0,0,0,257,0,15,0,0,196,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
160,CGP,2,19,1991,1330,1430,HUGH AND NORA BAIN,0,2,3,3,0,0,1,2,2,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,1,0,0,5,0,3,0,0,19,0,3,1,0,122,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,1 BEKI,,,,,,,,,,,,
161,INV,2,19,1991,1405,1420,JOHN KELLY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
162,LAW,2,19,1991,1315,1330,"B BULLICK, D WILLIAMS,G BISHOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
163,MMG,2,19,1991,1330,1550,"TERRY NORDBY,NICOLE GALLAGHER",0,2,2,2,0,1,1,1,0,0,0,0,1,0,0,19,0,0,0,0,0,5,0,0,1,0,0,33,0,0,0,0,6,0,0,0,0,0,13,33,0,0,17,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,
164,TPT,2,19,1991,1330,1500,"G FLETCHER,A SPENCER,C KUELPER",0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,303,0,0,0,0,130,422,114,0,0,245,215,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
165,WCD,2,19,1991,1330,1400,RICH STALLCUP,0,1,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,112,0,1,0,0,227,0,0,0,0,240,950,850,550,0,2770,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,
